timestamp,service_name,domain,region,version,spec_file,numerical_score,grade,compliant,total_issues,operations_count,rank,updated_date
2026-03-27T10:26:53.823892+00:00,poc-api-1,unknown,unknown,1.0.1,poc-api-1@1.0.1,100,A,True,0,0,1,27/03/2026 11:26:42
2026-03-27T10:26:53.839696+00:00,poc-api-2,unknown,unknown,2.2.2,poc-api-2@2.2.2,0,E,False,944,0,2,27/03/2026 11:26:42
